slick_id,mmsi,first_seen,last_seen,observations,vessel_name,imo,vessel_type
sentinel_214,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_214,368688902,2026-09-04 00:01:11+00:00,2026-09-04 01:21:19+00:00,27,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_214,439670711,2026-09-04 02:18:42+00:00,2026-09-04 04:57:01+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_214,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:02:19+00:00,16,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_214,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:17:25+00:00,8,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_214,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:30:46+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_214,663550988,2026-09-04 03:52:26+00:00,2026-09-04 10:56:21+00:00,145,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_214,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:10:39+00:00,69,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_214,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:29:53+00:00,30,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_214,790077090,2026-09-04 00:37:52+00:00,2026-09-04 03:02:54+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_219,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_219,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_219,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_219,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_219,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_219,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_219,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_219,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_219,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_219,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_219,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_219,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_219,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_219,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_22,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_22,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_22,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_22,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_22,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_22,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_22,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_22,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_22,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_22,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_22,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_22,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_22,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_22,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_220,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_220,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_220,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_220,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_220,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_220,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_220,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_220,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_220,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:17:25+00:00,8,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_220,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_220,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_220,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_220,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_220,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_226,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:28:15+00:00,11,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_226,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_226,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:20:15+00:00,17,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_226,274992570,2026-09-04 01:24:36+00:00,2026-09-04 04:44:33+00:00,66,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_226,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_226,368688902,2026-09-03 23:49:59+00:00,2026-09-04 01:18:48+00:00,30,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_226,439670711,2026-09-04 02:10:06+00:00,2026-09-04 04:57:01+00:00,54,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_226,490612805,2026-09-03 23:09:11+00:00,2026-09-03 23:58:38+00:00,16,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_226,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:20:11+00:00,9,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_226,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:34:25+00:00,13,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_226,663550988,2026-09-04 03:36:20+00:00,2026-09-04 10:56:21+00:00,151,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_226,697169479,2026-09-03 23:34:28+00:00,2026-09-04 03:17:49+00:00,76,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_226,730915077,2026-09-03 23:02:27+00:00,2026-09-04 00:31:51+00:00,32,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_226,790077090,2026-09-04 00:33:27+00:00,2026-09-04 03:12:35+00:00,51,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_234,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_234,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_234,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_234,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_234,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_234,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_234,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_234,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_234,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_234,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_234,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_234,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_234,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_234,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_235,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_235,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_235,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_235,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_235,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_235,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_235,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_235,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_235,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_235,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_235,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_235,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_235,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_235,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_24,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_24,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_24,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_24,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_24,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_24,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_24,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_24,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_24,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:17:25+00:00,8,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_24,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_24,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_24,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_24,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_24,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_247,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_247,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_247,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_247,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_247,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_247,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_247,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_247,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_247,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_247,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_247,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_247,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_247,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_247,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_249,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_249,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_249,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_249,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_249,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_249,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_249,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_249,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_249,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_249,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_249,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_249,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_249,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_249,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_261,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_261,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_261,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_261,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_261,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_261,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_261,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_261,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_261,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:17:25+00:00,8,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_261,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_261,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_261,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_261,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_261,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_275,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_275,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_275,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_275,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_275,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_275,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_275,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_275,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_275,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_275,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_275,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_275,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_275,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_275,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_289,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_289,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_289,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_289,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_289,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_289,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_289,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_289,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_289,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_289,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_289,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_289,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_289,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_289,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_291,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_291,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_291,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_291,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_291,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_291,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_291,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_291,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
